name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,temp_c,temp_f,habit_code,solar_flux,disc_facility,disc_method
Kepler-586 b,Kepler-586,b,2016,2.1,2.79,111684,69402,8.2,0.3757,1092,1998,0,705.05,Kepler,Transit
Kepler-587 b,Kepler-587,b,2016,10.94,2.23,89267,55472,5.6,0.5027,491,916,0,70.97,Kepler,Transit
Kepler-588 b,Kepler-588,b,2016,4.22,2.63,105279,65422,7.4,0.4065,903,1657,0,718.08,Kepler,Transit
Kepler-589 b,Kepler-589,b,2016,16.55,2.27,90868,56467,5.8,0.4918,383,721,0,32.14,Kepler,Transit
Kepler-59 b,Kepler-59,b,2012,11.87,1.1,44033,27363,651.5,,591,1096,0,187.51,Kepler,Transit
Kepler-59 c,Kepler-59,c,2012,17.98,1.98,79260,49253,435.4,,479,894,0,107.74,Kepler,Transit
Kepler-590 b,Kepler-590,b,2016,5.85,4.02,160921,99998,15.2,0.2341,783,1441,0,782.41,Kepler,Transit
Kepler-591 b,Kepler-591,b,2016,81.17,3.39,135702,84327,11.4,0.2922,163,325,0,5.62,Kepler,Transit
Kepler-592 b,Kepler-592,b,2016,2.82,2.39,95672,59452,6.3,0.461,1094,2001,0,935.83,Kepler,Transit
Kepler-593 b,Kepler-593,b,2016,21.22,2.87,114887,71392,8.6,0.363,433,811,0,61.02,Kepler,Transit
Kepler-594 b,Kepler-594,b,2016,13.65,2.18,87266,54228,5.4,0.5191,405,761,0,59.4,Kepler,Transit
Kepler-595 b,Kepler-595,b,2016,25.3,3.81,152515,94774,13.9,0.2505,262,504,0,17.38,Kepler,Transit
Kepler-596 b,Kepler-596,b,2016,21.3,3.46,138504,86068,11.8,0.2849,452,846,0,82.3,Kepler,Transit
Kepler-597 b,Kepler-597,b,2016,13.02,2.37,94872,58954,6.2,0.4646,470,878,0,76.38,Kepler,Transit
Kepler-598 b,Kepler-598,b,2016,3.7,1.5,60045,37313,2.9,0.8457,777,1431,0,265.41,Kepler,Transit
Kepler-598 c,Kepler-598,c,2020,86.49,3.024,121051,75222,9.4,0.3394,,,0,,Kepler,Transit
Kepler-599 b,Kepler-599,b,2016,15.66,2.84,113686,70645,8.4,0.3684,350,662,0,24.47,Kepler,Transit
Kepler-6 b,Kepler-6,b,2009,3.23,14.617,585121,363600,212.3,0.0726,1187,2169,0,792.22,Kepler,Transit
Kepler-60 b,Kepler-60,b,2012,7.13,1.71,68452,42536,4.2,0.8385,829,1524,0,318,Kepler,Transit
Kepler-60 c,Kepler-60,c,2012,8.92,1.9,76057,47263,3.8,0.5554,750,1382,0,236,Kepler,Transit
Kepler-60 d,Kepler-60,d,2012,11.9,1.99,79660,49502,4.2,0.5281,656,1213,0,161,Kepler,Transit
Kepler-600 b,Kepler-600,b,2016,23.68,2.9,116088,72138,8.8,0.3575,255,491,0,20.18,Kepler,Transit
Kepler-601 b,Kepler-601,b,2016,5.38,1.9,76057,47263,4.3,0.6207,560,1040,0,110.62,Kepler,Transit
Kepler-602 b,Kepler-602,b,2016,15.28,2.09,83663,51989,5,0.5481,579,1074,0,128.78,Kepler,Transit
Kepler-603 b,Kepler-603,b,2016,21.05,2.65,106080,65919,7.5,0.4029,458,856,0,119.99,Kepler,Transit
Kepler-603 c,Kepler-603,c,2016,127.91,6.5,260196,161688,34.5,0.1252,128,262,0,10.82,Kepler,Transit
Kepler-603 d,Kepler-603,d,2016,6.22,1.32,52840,32835,2.3,0.9982,825,1517,0,610.28,Kepler,Transit
Kepler-604 b,Kepler-604,b,2016,25.86,2.59,103678,64427,7.2,0.4138,364,687,0,46.98,Kepler,Transit
Kepler-605 b,Kepler-605,b,2016,3.38,1.44,57643,35820,2.7,0.8911,860,1580,0,316.72,Kepler,Transit
Kepler-605 c,Kepler-605,c,2016,2.36,0.86,34426,21393,0.6,0.8875,1005,1841,0,513.03,Kepler,Transit
Kepler-606 b,Kepler-606,b,2016,24.32,3.31,132500,82337,11,0.3031,410,770,0,71.84,Kepler,Transit
Kepler-607 b,Kepler-607,b,2016,0.64,0.87,34826,21641,0.6,0.8929,1601,2914,0,2302.61,Kepler,Transit
Kepler-608 b,Kepler-608,b,2016,6.41,3.64,145710,90545,12.9,0.2668,796,1465,0,270.16,Kepler,Transit
Kepler-609 b,Kepler-609,b,2016,6.52,3.35,134101,83332,11.2,0.2976,659,1218,0,258.06,Kepler,Transit
Kepler-61 b,Kepler-61,b,2013,59.88,2.15,86065,53482,5.3,0.5281,0,32,2,1.69,Kepler,Transit
Kepler-610 b,Kepler-610,b,2016,7,4.19,167726,104227,16.3,0.2214,615,1139,0,139.07,Kepler,Transit
Kepler-610 c,Kepler-610,c,2016,151.86,3.3,132100,82088,10.9,0.3031,45,113,0,2.3,Kepler,Transit
Kepler-611 b,Kepler-611,b,2016,2.44,1.65,66050,41044,3.4,0.7459,1240,2264,0,1825.3,Kepler,Transit
Kepler-612 b,Kepler-612,b,2016,3.72,2.84,113686,70645,8.4,0.3684,773,1423,0,997.09,Kepler,Transit
Kepler-613 b,Kepler-613,b,2016,15.78,2.29,91669,56964,5.9,0.4864,440,824,0,66.27,Kepler,Transit
Kepler-614 b,Kepler-614,b,2016,14.03,2.39,95672,59452,6.3,0.461,368,694,0,37.2,Kepler,Transit
Kepler-615 b,Kepler-615,b,2016,10.36,1.74,69653,43283,3.7,0.6969,347,657,0,19.18,Kepler,Transit
Kepler-616 b,Kepler-616,b,2016,10,2.43,97273,60447,6.5,0.4501,587,1089,0,129.18,Kepler,Transit
Kepler-616 c,Kepler-616,c,2016,90.41,3.41,136503,84824,11.5,0.2886,140,284,0,6.86,Kepler,Transit
Kepler-617 b,Kepler-617,b,2016,1.68,1.32,52840,32835,2.3,0.9982,477,891,0,100.3,Kepler,Transit
Kepler-618 b,Kepler-618,b,2016,3.6,2.6,104078,64675,7.3,0.412,1023,1873,0,677.57,Kepler,Transit
Kepler-619 b,Kepler-619,b,2016,5.4,3.16,126495,78605,10.1,0.3194,800,1472,0,224.15,Kepler,Transit
Kepler-619 c,Kepler-619,c,2016,1.21,1.69,67651,42039,3.5,0.7223,1494,2721,0,1652.91,Kepler,Transit
Kepler-62 b,Kepler-62,b,2013,5.71,1.31,52440,32586,9,,477,891,0,80.33,Kepler,Transit
Kepler-62 c,Kepler-62,c,2013,12.44,0.54,21616,13433,4,,305,581,0,28.49,Kepler,Transit
Kepler-62 d,Kepler-62,d,2013,18.16,1.95,78059,48507,14,,237,459,0,17.21,Kepler,Transit
Kepler-62 e,Kepler-62,e,2013,122.39,1.61,64449,40049,36,,-3,27,2,1.35,Kepler,Transit
Kepler-62 f,Kepler-62,f,2013,267.29,1.41,56443,35074,35,,-65,-85,1,0.48,Kepler,Transit
Kepler-620 b,Kepler-620,b,2016,12.91,3.32,132900,82585,11,0.2995,576,1069,0,219.05,Kepler,Transit
Kepler-621 b,Kepler-621,b,2016,2.63,2.3,92069,57213,5.9,0.4828,464,867,0,69.56,Kepler,Transit
Kepler-622 b,Kepler-622,b,2016,14.28,2.13,85264,52984,5.2,0.5354,173,343,0,12.49,Kepler,Transit
Kepler-623 b,Kepler-623,b,2016,9.07,3.01,120491,74874,9.3,0.3412,552,1026,0,77.1,Kepler,Transit
Kepler-624 b,Kepler-624,b,2016,14.59,2.31,92470,57462,6,0.4809,579,1074,0,130.76,Kepler,Transit
Kepler-625 b,Kepler-625,b,2016,7.75,1.99,79660,49502,4.6,0.5844,579,1074,0,407.83,Kepler,Transit
Kepler-625 c,Kepler-625,c,2016,4.17,1.05,42032,26119,1.2,1,775,1427,0,932.13,Kepler,Transit
Kepler-626 b,Kepler-626,b,2016,14.49,2.29,91669,56964,5.9,0.4864,511,952,0,69.8,Kepler,Transit
Kepler-627 b,Kepler-627,b,2016,40.7,3.73,149313,92784,13.4,0.2577,412,774,0,39.3,Kepler,Transit
Kepler-628 b,Kepler-628,b,2016,15.46,8.4,336253,208951,53.2,0.0895,598,1108,0,262.6,Kepler,Transit
Kepler-629 b,Kepler-629,b,2016,7.24,1.38,55242,34328,2.5,0.9419,543,1009,0,103.15,Kepler,Transit
Kepler-63 b,Kepler-63,b,2013,9.43,6.11,244584,151987,120,0.5445,518,964,0,100.37,Kepler,Transit
Kepler-630 b,Kepler-630,b,2016,161.47,3.18,127296,79103,10.2,0.3158,70,158,0,5.57,Kepler,Transit
Kepler-631 b,Kepler-631,b,2016,17.98,2.9,116088,72138,8.8,0.3575,555,1031,0,94.14,Kepler,Transit
Kepler-632 b,Kepler-632,b,2016,31,2.21,88467,54974,5.5,0.51,227,441,0,14.72,Kepler,Transit
Kepler-633 b,Kepler-633,b,2016,8.5,1.63,65249,40546,3.3,0.7568,748,1378,0,257.22,Kepler,Transit
Kepler-634 b,Kepler-634,b,2016,5.17,1.89,75657,47014,4.2,0.6243,1036,1897,0,808.84,Kepler,Transit
Kepler-635 b,Kepler-635,b,2016,23.45,2.64,105680,65670,7.5,0.4047,529,984,0,193.93,Kepler,Transit
Kepler-636 b,Kepler-636,b,2016,16.08,4.45,178134,110694,18.1,0.2051,341,646,0,67.51,Kepler,Transit
Kepler-637 b,Kepler-637,b,2016,23.21,4.75,190143,118157,20.2,0.1887,729,1344,0,63.8,Kepler,Transit
Kepler-638 b,Kepler-638,b,2016,6.08,1.83,73255,45521,4,0.6534,838,1540,0,872.57,Kepler,Transit
Kepler-639 b,Kepler-639,b,2016,10.21,2.38,95272,59203,6.3,0.4628,684,1263,0,295.83,Kepler,Transit
Kepler-640 b,Kepler-640,b,2016,22.25,2.56,102477,63680,7.1,0.4211,336,637,0,35.06,Kepler,Transit
Kepler-641 b,Kepler-641,b,2016,9.49,1.85,74056,46019,4.1,0.6425,653,1207,0,311.79,Kepler,Transit
Kepler-642 b,Kepler-642,b,2016,4.42,2.9,116088,72138,8.8,0.3575,1537,2799,0,719.37,Kepler,Transit
Kepler-643 b,Kepler-643,b,2016,16.34,10.16,406707,252731,321,0.3049,690,1274,0,211.71,Kepler,Transit
Kepler-644 b,Kepler-644,b,2016,3.17,3.15,126095,78357,10.1,0.323,1382,2520,0,2381.77,Kepler,Transit
Kepler-645 b,Kepler-645,b,2016,3.28,2.1,84063,52238,5.1,0.5445,1457,2655,0,1364.76,Kepler,Transit
Kepler-646 b,Kepler-646,b,2016,15.87,1.99,79660,49502,4.6,0.5844,359,678,0,38.23,Kepler,Transit
Kepler-647 b,Kepler-647,b,2016,16.23,1.17,46835,29104,1.7,1.0653,515,959,0,162.79,Kepler,Transit
Kepler-647 c,Kepler-647,c,2020,29.67,4.001,160161,99525,15.1,0.2359,,,0,,Kepler,Transit
Kepler-648 b,Kepler-648,b,2016,17.42,3.22,128897,80098,10.5,0.314,401,754,0,47.34,Kepler,Transit
Kepler-649 b,Kepler-649,b,2016,29.91,2.26,90468,56218,5.7,0.4955,291,556,0,25.15,Kepler,Transit
Kepler-65 b,Kepler-65,b,2012,2.15,1.42,56843,35323,2.4,0.7985,1467,2673,0,2316.09,Kepler,Transit
Kepler-65 c,Kepler-65,c,2012,5.86,2.58,103278,64178,5.4,0.2976,973,1783,0,609.99,Kepler,Transit
Kepler-65 d,Kepler-65,d,2012,8.13,1.52,60846,37810,4.1,1.0345,844,1551,0,394.55,Kepler,Transit
Kepler-65 e,Kepler-65,e,2019,258.8,13.9,556419,345764,260,0.0966,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-650 b,Kepler-650,b,2016,3.03,2.96,118489,73630,9.1,0.3485,1234,2253,0,1218.88,Kepler,Transit
Kepler-651 b,Kepler-651,b,2016,21.39,2.37,94872,58954,6.2,0.4646,301,574,0,27.22,Kepler,Transit
Kepler-652 b,Kepler-652,b,2016,4.18,2.49,99675,61939,6.8,0.4374,701,1294,0,211.88,Kepler,Transit
Kepler-653 b,Kepler-653,b,2016,14.71,1.95,78059,48507,4.5,0.6007,546,1015,0,90.38,Kepler,Transit
Kepler-653 c,Kepler-653,c,2016,0.9,0.78,31224,19403,0.4,0.8385,1805,3281,0,3743.28,Kepler,Transit
Kepler-654 b,Kepler-654,b,2016,13.72,2.07,82862,51492,4.9,0.5554,558,1036,0,229.31,Kepler,Transit
Kepler-655 b,Kepler-655,b,2016,46.41,2.71,108482,67412,7.8,0.3902,315,599,0,28.77,Kepler,Transit
Kepler-656 b,Kepler-656,b,2016,1.26,3.12,124894,77610,9.9,0.3249,1296,2365,0,924.37,Kepler,Transit
Kepler-657 b,Kepler-657,b,2016,24.54,3.52,140906,87560,12.2,0.2795,343,649,0,34.07,Kepler,Transit
Kepler-658 b,Kepler-658,b,2016,1.29,1.63,65249,40546,3.3,0.7568,598,1108,0,223.75,Kepler,Transit
Kepler-659 b,Kepler-659,b,2016,17.67,2.5,100075,62188,6.8,0.4338,240,464,0,21.31,Kepler,Transit
Kepler-66 b,Kepler-66,b,2013,17.82,2.8,112084,69650,8.2,0.3757,426,799,0,62.84,Kepler,Transit
Kepler-660 b,Kepler-660,b,2016,9.27,2.57,102878,63929,7.1,0.4192,376,709,0,44.09,Kepler,Transit
Kepler-661 b,Kepler-661,b,2016,6.03,3.07,122893,76367,9.6,0.3321,405,761,0,45.53,Kepler,Transit
Kepler-662 b,Kepler-662,b,2016,21.68,2.18,87266,54228,5.4,0.5191,257,495,0,23.82,Kepler,Transit
Kepler-663 b,Kepler-663,b,2016,5,2.6,104078,64675,7.3,0.412,644,1191,0,167.98,Kepler,Transit
Kepler-664 b,Kepler-664,b,2016,2.53,2.66,106480,66168,7.6,0.4011,1133,2071,0,652.43,Kepler,Transit
Kepler-665 b,Kepler-665,b,2016,16.01,2.6,104078,64675,7.3,0.412,320,608,0,20.72,Kepler,Transit
Kepler-666 b,Kepler-666,b,2016,4.5,2.4,96072,59700,6.4,0.4574,860,1580,0,575.64,Kepler,Transit
Kepler-667 b,Kepler-667,b,2016,41.44,4.73,189343,117659,20.1,0.1887,243,469,0,71.82,Kepler,Transit
Kepler-668 b,Kepler-668,b,2016,8.35,2.7,108081,67163,7.8,0.392,517,963,0,77.62,Kepler,Transit
Kepler-669 b,Kepler-669,b,2016,4.13,4.83,193346,120147,20.8,0.1833,970,1778,0,826.76,Kepler,Transit
Kepler-67 b,Kepler-67,b,2013,15.73,2.94,117689,73133,9,0.3521,329,624,0,34.2,Kepler,Transit
Kepler-670 b,Kepler-670,b,2016,2.82,13.18,527598,327854,,,946,1735,0,528.22,Kepler,Transit
Kepler-671 b,Kepler-671,b,2016,4.28,2.69,107681,66914,7.7,0.3938,739,1362,0,331.44,Kepler,Transit
Kepler-672 b,Kepler-672,b,2016,38.38,2.5,100075,62188,6.8,0.4338,256,493,0,16.36,Kepler,Transit
Kepler-673 b,Kepler-673,b,2016,3.73,6.54,261797,162683,34.8,0.1241,750,1382,0,253.46,Kepler,Transit
Kepler-674 b,Kepler-674,b,2016,2.24,1.69,67651,42039,3.5,0.7223,549,1020,0,146.51,Kepler,Transit
Kepler-675 b,Kepler-675,b,2016,2.34,2.44,97674,60695,6.5,0.4483,797,1467,0,308.55,Kepler,Transit
Kepler-676 b,Kepler-676,b,2016,11.6,3.04,121692,75620,9.5,0.3358,123,253,0,8.24,Kepler,Transit
Kepler-677 b,Kepler-677,b,2016,6.58,5.38,215362,133828,25,0.1601,742,1368,0,683.27,Kepler,Transit
Kepler-678 b,Kepler-678,b,2016,7.28,5.14,205755,127858,23.1,0.1697,560,1040,0,113.64,Kepler,Transit
Kepler-679 b,Kepler-679,b,2016,12.39,3.01,120491,74874,9.3,0.3412,404,759,0,56,Kepler,Transit
Kepler-68 b,Kepler-68,b,2013,5.4,2.354,94231,58556,7.6,0.4719,1007,1845,0,439.92,Kepler,Transit
Kepler-68 c,Kepler-68,c,2013,9.61,0.92,36828,22885,2,5.0817,668,1234,0,204.48,Kepler,Transit
Kepler-68 d,Kepler-68,d,2013,634.6,13.9,556419,345764,267,0.0991,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-680 b,Kepler-680,b,2016,3.69,2.42,96873,60198,6.4,0.4537,874,1605,0,706.62,Kepler,Transit
Kepler-681 b,Kepler-681,b,2016,26.39,3.08,123293,76615,9.7,0.3303,216,421,0,14.15,Kepler,Transit
Kepler-682 b,Kepler-682,b,2016,12.61,7.37,295022,183330,42.6,0.1062,480,896,0,306.1,Kepler,Transit
Kepler-683 b,Kepler-683,b,2016,2.54,1.97,78859,49004,4.5,0.5917,1059,1938,0,702.28,Kepler,Transit
Kepler-684 b,Kepler-684,b,2016,6.77,3.36,134501,83580,11.2,0.294,539,1002,0,102.87,Kepler,Transit
Kepler-685 b,Kepler-685,b,2016,1.63,10.58,423519,263179,78.8,0.0664,1306,2383,0,1137.12,Kepler,Transit
Kepler-686 b,Kepler-686,b,2016,1.59,12.15,486367,302233,,,1266,2311,0,2132.9,Kepler,Transit
Kepler-687 b,Kepler-687,b,2016,20.51,3.52,140906,87560,12.2,0.2795,245,473,0,15.65,Kepler,Transit
Kepler-688 b,Kepler-688,b,2016,3.9,9.76,390694,242781,68.7,0.0737,732,1350,0,458.91,Kepler,Transit
Kepler-689 b,Kepler-689,b,2016,22.37,2.89,115687,71889,8.7,0.3593,263,505,0,35.34,Kepler,Transit
Kepler-69 b,Kepler-69,b,2013,13.72,2.24,89668,55720,5.6,0.1657,506,943,0,123.52,Kepler,Transit
Kepler-69 c,Kepler-69,c,2013,242.46,1.71,68452,42536,3.6,0.1657,26,79,0,2.69,Kepler,Transit
Kepler-690 b,Kepler-690,b,2016,7.75,5.95,238180,148007,29.6,0.1401,691,1276,0,225.7,Kepler,Transit
Kepler-691 b,Kepler-691,b,2016,8.11,2.09,83663,51989,5,0.5481,187,369,0,12.99,Kepler,Transit
Kepler-692 b,Kepler-692,b,2016,21.81,3.11,124494,77362,9.8,0.3267,366,691,0,28.5,Kepler,Transit
Kepler-693 b,Kepler-693,b,2016,15.38,10.18,407507,253229,73.8,0.0697,327,621,0,31.64,Kepler,Transit
Kepler-694 b,Kepler-694,b,2016,6.37,2.8,112084,69650,8.2,0.3757,641,1186,0,206.44,Kepler,Transit
Kepler-695 b,Kepler-695,b,2016,3.04,9.21,368678,229100,62.3,0.0795,748,1378,0,499.06,Kepler,Transit
Kepler-696 b,Kepler-696,b,2016,4.19,6.14,245785,152733,31.3,0.1348,961,1762,0,607.52,Kepler,Transit
Kepler-697 b,Kepler-697,b,2016,3.71,4.13,165325,102734,16,0.2269,878,1612,0,472.24,Kepler,Transit
Kepler-698 b,Kepler-698,b,2016,16.33,3.68,147311,91540,13.1,0.2613,454,849,0,172.56,Kepler,Transit
Kepler-699 b,Kepler-699,b,2016,27.81,14.11,564826,350988,,,281,538,0,22.24,Kepler,Transit
Kepler-7 b,Kepler-7,b,2009,4.89,18.181,727789,452255,140.2,0.0254,1357,2475,0,1375.11,Kepler,Transit
Kepler-700 b,Kepler-700,b,2016,80.87,5.99,239781,149002,30,0.1392,179,354,0,12.07,Kepler,Transit
Kepler-701 b,Kepler-701,b,2016,10.36,2.84,113686,70645,8.4,0.3684,504,939,0,75.62,Kepler,Transit
Kepler-702 b,Kepler-702,b,2016,10.53,9.17,367077,228105,61.8,0.0799,440,824,0,88.91,Kepler,Transit
Kepler-703 b,Kepler-703,b,2016,4.58,8.2,328247,203976,51.1,0.0924,765,1409,0,373.11,Kepler,Transit
Kepler-704 b,Kepler-704,b,2016,3.76,2.61,104479,64924,7.3,0.4102,848,1558,0,514.12,Kepler,Transit
Kepler-705 b,Kepler-705,b,2016,56.06,2.11,84464,52487,5.1,1.0073,-8,18,2,0.73,Kepler,Transit
Kepler-706 b,Kepler-706,b,2016,41.41,13.17,527197,327605,,,180,356,0,15.01,Kepler,Transit
Kepler-707 b,Kepler-707,b,2016,2.24,1.33,53240,33084,2.3,0.9873,887,1629,0,336.67,Kepler,Transit
Kepler-708 b,Kepler-708,b,2016,3.17,2.93,117288,72884,8.9,0.3539,948,1738,0,684.76,Kepler,Transit
Kepler-709 b,Kepler-709,b,2016,16.09,2.92,116888,72635,8.8,0.3539,340,644,0,28.22,Kepler,Transit
Kepler-710 b,Kepler-710,b,2016,4.35,1.88,75257,46765,4.2,0.6298,901,1654,0,710.87,Kepler,Transit
Kepler-711 b,Kepler-711,b,2016,23.59,3.41,136503,84824,11.5,0.2886,214,417,0,15.57,Kepler,Transit
Kepler-712 b,Kepler-712,b,2016,21.02,3.41,136503,84824,11.5,0.2886,248,478,0,15.8,Kepler,Transit
Kepler-712 c,Kepler-712,c,2016,226.89,4.85,194146,120644,21,0.1833,-37,-35,0,0.66,Kepler,Transit
Kepler-713 b,Kepler-713,b,2016,7.41,2.48,99275,61690,6.7,0.4392,632,1170,0,228.28,Kepler,Transit
Kepler-714 b,Kepler-714,b,2016,8.1,9.67,387092,240543,67.6,0.0746,713,1315,0,484.01,Kepler,Transit
Kepler-715 b,Kepler-715,b,2016,10.01,3.75,150113,93282,13.5,0.2559,603,1117,0,181.41,Kepler,Transit
Kepler-716 b,Kepler-716,b,2016,10.37,2.9,116088,72138,8.8,0.3575,447,837,0,42.49,Kepler,Transit
Kepler-716 c,Kepler-716,c,2020,3.97,1.393,55762,34651,2.5,0.9292,,,0,,Kepler,Transit
Kepler-717 b,Kepler-717,b,2016,4.41,2.42,96873,60198,6.4,0.4537,866,1591,0,398,Kepler,Transit
Kepler-718 b,Kepler-718,b,2016,2.05,16.56,662900,411932,41600,9.1289,1224,2235,0,1324.2,Kepler,Transit
Kepler-719 b,Kepler-719,b,2016,5.01,8.52,341057,211936,54.5,0.0878,725,1337,0,234.28,Kepler,Transit
Kepler-720 b,Kepler-720,b,2016,4.71,8.41,336654,209200,53.4,0.0895,889,1632,0,384.56,Kepler,Transit
Kepler-721 b,Kepler-721,b,2016,5.39,2.64,105680,65670,7.5,0.4047,577,1071,0,138.75,Kepler,Transit
Kepler-722 b,Kepler-722,b,2016,4.09,2.63,105279,65422,7.4,0.4065,909,1668,0,414.6,Kepler,Transit
Kepler-722 c,Kepler-722,c,2016,105.14,2.82,112885,70148,8.4,0.3721,128,262,0,5.48,Kepler,Transit
Kepler-723 b,Kepler-723,b,2016,4.08,12.19,487968,303228,,,743,1369,0,251.48,Kepler,Transit
Kepler-724 b,Kepler-724,b,2016,3.31,3.29,131699,81839,10.8,0.3031,882,1620,0,339.4,Kepler,Transit
Kepler-725 b,Kepler-725,b,2016,39.64,10.63,425521,264423,79.4,0.0659,199,390,0,10.97,Kepler,Transit
Kepler-726 b,Kepler-726,b,2016,21.8,3.26,130498,81093,10.7,0.3085,270,518,0,25.3,Kepler,Transit
Kepler-727 b,Kepler-727,b,2016,5.15,2.53,101276,62934,6.9,0.4265,691,1276,0,176.69,Kepler,Transit
Kepler-728 b,Kepler-728,b,2016,5.74,3.34,133701,83083,11.1,0.2976,709,1308,0,484.51,Kepler,Transit
Kepler-729 b,Kepler-729,b,2016,3.17,3.58,143308,89053,12.5,0.2722,1000,1832,0,1089.55,Kepler,Transit
Kepler-730 b,Kepler-730,b,2016,6.49,12.33,493572,306710,,,946,1735,0,418.8,Kepler,Transit
Kepler-730 c,Kepler-730,c,2018,2.85,1.569,62807,39029,3.1,0.7967,1334,2433,0,903.77,Kepler,Transit
