name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,habzone,temp_c,temp_f,temp_class,type,disc_facility,disc_method,star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-432 b,Kepler-432,b,2015,52.5,12.834000000000001,"513,747","319,247",1719.5,0.8094,97.85,0.0,0.0,539.0,1002.0,Hot,Jovian,Kepler,Transit,Kepler-432,,4995.0,4.06,1.32,0.966,3.35,4.2,0.027939999999999996,13.48812,80.6331,848.023,2,2,0
Kepler-432 c,Kepler-432,c,2015,406.2,13.3,"532,401","330,839",772.3,0.3267,,0.0,0.0,,,Hot,Jovian,Fred Lawrence Whipple Observatory,Radial Velocity,Kepler-432,,4995.0,4.06,1.32,0.966,3.35,4.2,0.027939999999999996,13.48812,80.6331,848.023,2,2,0
Kepler-433 b,Kepler-433,b,2015,5.33,16.25,"650,490","404,221",896.2,0.2051,1682.66,0.0,0.0,1503.0,2737.0,Hot,Jovian,Kepler,Transit,Kepler-433,,6360.0,2.26,1.46,0.88,3.89,2.67,0.177,7.361242,75.52224,1878.31,1,1,0
Kepler-434 b,Kepler-434,b,2015,12.87,12.67,"507,182","315,168",909.0,0.4356,158.28,0.0,0.0,727.0,1341.0,Hot,Jovian,Kepler,Transit,Kepler-434,,5977.0,1.38,1.2,0.33,4.24,4.0,0.65,10.91053,75.82308,1222.54,1,1,0
Kepler-435 b,Kepler-435,b,2015,8.6,22.31,"893,073","554,964",267.0,0.0238,677.92,0.0,0.0,1456.0,2653.0,Hot,Jovian,Kepler,Transit,Kepler-435,,6161.0,3.21,1.54,1.129,3.61,2.25,0.066,11.87924,75.63373,1418.77,1,1,0
Kepler-436 b,Kepler-436,b,2015,64.0,2.73,"109,282","67,909",7.9,0.3866,1.69,0.0,0.0,49.0,120.0,Hot,Neptunian,Kepler,Transit,Kepler-436,,4651.0,0.7,0.73,-0.701,4.62,3.0,3.03,6.521898,80.05922,588.867,1,2,0
Kepler-436 c,Kepler-436,c,2016,16.8,2.33,"93,270","57,959",6.0,0.4755,14.52,0.0,0.0,230.0,446.0,Hot,Superterran,Kepler,Transit,Kepler-436,,4651.0,0.7,0.73,-0.701,4.62,3.0,3.03,6.521898,80.05922,588.867,1,2,0
Kepler-437 b,Kepler-437,b,2015,66.65,2.14,"85,665","53,233",5.2,0.5318,2.15,0.0,0.0,35.0,95.0,Hot,Superterran,Kepler,Transit,Kepler-437,,4551.0,0.68,0.71,-0.762,4.63,2.9,3.18,9.022158000000001,78.1129,,1,1,0
Kepler-438 b,Kepler-438,b,2015,35.23,1.12,"44,834","27,860",1.5,1.0363,1.4,0.0,0.0,15.0,59.0,Hot,Terran,Kepler,Transit,Kepler-438,,3748.0,0.52,0.54,-1.357,4.74,4.4,5.52,18.59297,71.25815,,1,1,0
Kepler-439 b,Kepler-439,b,2015,178.14,2.24,"89,668","55,720",5.6,0.5009,1.83,0.0,0.0,18.0,64.0,Hot,Superterran,Kepler,Transit,Kepler-439,,5431.0,0.87,0.88,-0.23600000000000002,4.51,7.2,1.89,19.87223,73.11777,757.048,1,1,0
Kepler-44 b,Kepler-44,b,2011,3.25,12.22,"489,169","303,974",317.8,0.1688,1109.22,0.0,0.0,1271.0,2320.0,Hot,Jovian,Kepler,Transit,Kepler-44,G2 IV,5800.0,1.35,1.12,0.34700000000000003,4.22,5.8,0.63,8.20085,80.61986999999999,1188.0,1,1,0
Kepler-440 b,Kepler-440,b,2015,101.11,1.86,"74,456","46,268",4.1,0.6388,1.2,2.0,1.0,-44.0,-47.0,Warm,Superterran,Kepler,Transit,Kepler-440,,4134.0,0.56,0.57,-1.102,4.71,1.3,4.76,15.835320000000001,71.8233,301.03,1,1,0
Kepler-441 b,Kepler-441,b,2015,207.25,1.64,"65,649","40,795",3.3,0.7532,0.21,0.0,0.0,-84.0,-119.0,Cold,Superterran,Kepler,Transit,Kepler-441,,4340.0,0.55,0.57,-1.051,4.71,1.9,4.94,19.07514,79.00881,268.003,1,1,0
Kepler-442 b,Kepler-442,b,2015,112.31,1.34,"53,640","33,333",2.4,0.9782,0.66,1.0,2.0,-32.0,-26.0,Warm,Terran,Kepler,Transit,Kepler-442,,4402.0,0.6,0.61,-0.932,4.67,2.9,4.01,14.984279999999998,69.75017,365.965,1,1,0
Kepler-443 b,Kepler-443,b,2015,177.67,2.33,"93,270","57,959",6.0,0.4755,0.86,2.0,2.0,-40.0,-40.0,Warm,Superterran,Kepler,Transit,Kepler-443,,4723.0,0.71,0.74,-0.664,4.61,3.2,2.96,16.964570000000002,80.93549,802.2710000000001,1,1,0
Kepler-444 b,Kepler-444,b,2015,3.6,0.40299999999999997,"16,132","10,025",0.0,0.5699,225.74,0.0,0.0,665.0,1229.0,Hot,Subterran,Kepler,Transit,Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-444 c,Kepler-444,c,2015,4.55,0.49700000000000005,"19,895","12,363",0.1,0.6443,165.73,0.0,0.0,595.0,1103.0,Hot,Subterran,Kepler,Transit,Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-444 d,Kepler-444,d,2015,6.19,0.53,"21,216","13,184",0.2,1.4338,109.64,0.0,0.0,510.0,950.0,Hot,Subterran,Kepler,Transit,Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-444 e,Kepler-444,e,2015,7.74,0.546,"21,856","13,582",0.1,0.8711,81.34,0.0,0.0,454.0,849.0,Hot,Subterran,Kepler,Transit,Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-444 f,Kepler-444,f,2015,9.74,0.741,"29,662","18,432",0.3,0.8131,59.91,0.0,0.0,400.0,752.0,Hot,Subterran,Kepler,Transit,Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-445 b,Kepler-445,b,2015,2.98,1.58,"63,248","39,303",3.1,0.7895,17.66,0.0,0.0,128.0,262.0,Hot,Superterran,Kepler,Transit,Kepler-445,M4,3157.0,0.21,0.18,-2.1,4.93,6.61,14.392629999999999,9.389915,80.77946,127.20100000000001,1,3,0
Kepler-445 c,Kepler-445,c,2015,4.87,2.51,"100,476","62,437",6.8,0.4319,9.18,0.0,0.0,68.0,154.0,Hot,Superterran,Kepler,Transit,Kepler-445,M4,3157.0,0.21,0.18,-2.1,4.93,6.61,14.392629999999999,9.389915,80.77946,127.20100000000001,1,3,0
Kepler-445 d,Kepler-445,d,2015,8.15,1.25,"50,038","31,094",2.1,1.0726,4.31,0.0,0.0,32.0,90.0,Hot,Terran,Kepler,Transit,Kepler-445,M4,3157.0,0.21,0.18,-2.1,4.93,6.61,14.392629999999999,9.389915,80.77946,127.20100000000001,1,3,0
Kepler-446 b,Kepler-446,b,2015,1.57,1.5,"60,045","37,313",2.9,0.8457,16.21,0.0,0.0,375.0,707.0,Hot,Terran,Kepler,Transit,Kepler-446,M4,3359.0,0.24,0.22,-2.248,5.03,3.72,25.35714,19.18906,74.3681,96.339,1,3,0
Kepler-446 c,Kepler-446,c,2015,3.04,1.11,"44,433","27,611",1.4,1.029,6.71,0.0,0.0,247.0,477.0,Hot,Terran,Kepler,Transit,Kepler-446,M4,3359.0,0.24,0.22,-2.248,5.03,3.72,25.35714,19.18906,74.3681,96.339,1,3,0
Kepler-446 d,Kepler-446,d,2015,5.15,1.35,"54,041","33,581",2.4,0.9691,3.31,0.0,0.0,163.0,325.0,Hot,Terran,Kepler,Transit,Kepler-446,M4,3359.0,0.24,0.22,-2.248,5.03,3.72,25.35714,19.18906,74.3681,96.339,1,3,0
Kepler-447 b,Kepler-447,b,2015,7.79,18.49,"740,158","459,941",435.4,0.0726,119.04,0.0,0.0,609.0,1128.0,Hot,Jovian,Kepler,Transit,Kepler-447,G8 V,5493.0,1.05,1.0,-0.19,4.4,2.69,1.85322,18.48574,78.72708,268.041,1,1,0
Kepler-448 c,KOI-12,c,2017,2500.0,12.0,"480,362","298,502",6992.3,4.029,,0.0,,,,,,Kepler,Transit Timing Variations,KOI-12,,6635,1.4,1.5,0.626,4.31,1.45,0.8,7.469672,75.49896,399.398,1,2,0
Kepler-449 b,Kepler-449,b,2015,12.58,2.056,"82,302","51,143",4.9,0.5608,167.41,0.0,0.0,644.0,1191.0,,Superterran,Kepler,Transit,Kepler-449,,5649.18,1.47,1.02,0.29600000000000004,4.09,9.77,0.3897,10.34459,74.94292,241.949,1,2,0
Kepler-449 c,Kepler-449,c,2015,33.67,2.764,"110,643","68,755",8.1,0.3811,45.09,0.0,0.0,388.0,730.0,,Neptunian,Kepler,Transit,Kepler-449,,5649.18,1.47,1.02,0.29600000000000004,4.09,9.77,0.3897,10.34459,74.94292,241.949,1,2,0
Kepler-45 b,Kepler-45,b,2011,2.46,10.76,"430,725","267,656",160.5,0.1452,68.37,0.0,0.0,727.0,1341.0,Hot,Jovian,Kepler,Transit,Kepler-45,M,3820.0,0.55,0.59,-1.276,4.7,0.5,4.0,10.536430000000001,73.88716,381.949,1,1,0
Kepler-450 b,Kepler-450,b,2015,28.45,6.14,"245,785","152,733",31.3,0.1348,94.33,0.0,0.0,496.0,925.0,,Jovian,Kepler,Transit,Kepler-450,,6197.21,1.64,1.19,0.5539999999999999,4.08,3.02,0.37922,13.41671,83.79722,455.98199999999997,1,3,0
Kepler-450 c,Kepler-450,c,2015,15.41,2.62,"104,879","65,173",7.4,0.4083,213.73,0.0,0.0,671.0,1240.0,,Neptunian,Kepler,Transit,Kepler-450,,6197.21,1.64,1.19,0.5539999999999999,4.08,3.02,0.37922,13.41671,83.79722,455.98199999999997,1,3,0
Kepler-450 d,Kepler-450,d,2015,7.51,0.8370000000000001,"33,505","20,820",0.5,0.8748,557.21,0.0,0.0,926.0,1699.0,,Terran,Kepler,Transit,Kepler-450,,6197.21,1.64,1.19,0.5539999999999999,4.08,3.02,0.37922,13.41671,83.79722,455.98199999999997,1,3,0
Kepler-452 b,Kepler-452,b,2015,384.84,1.63,"65,249","40,546",3.3,0.7568,1.1,2.0,2.0,-8.0,18.0,Warm,Superterran,Kepler,Transit,Kepler-452,G2,5757.0,1.11,1.04,0.087,4.32,6.0,0.84,9.987698,77.86458,551.727,1,1,0
Kepler-453 b,Kepler-453,b,2015,240.5,6.204,"248,347","154,325",16.0,,,0.0,2.0,,,Warm,Jovian,Kepler,Transit,Kepler-453,,5527.0,0.83,0.94,-0.233,4.57,2.49,,19.026229999999998,76.06713,442.846,2,1,0
Kepler-454 b,Kepler-454,b,2015,10.57,2.354,"94,231","58,556",6.4,0.5009,116.27,0.0,0.0,571.0,1060.0,Hot,Superterran,Kepler,Transit,Kepler-454,,5701.0,1.05,0.85,0.035,4.37,4.27,1.04,13.05368,69.44086,230.86900000000003,2,2,0
Kepler-454 c,Kepler-454,c,2015,523.9,12.9,"516,389","320,889",1417.5,0.6588,,0.0,2.0,,,Warm,Jovian,Multiple Facilities,Radial Velocity,Kepler-454,,5701.0,1.05,0.85,0.035,4.37,4.27,1.04,13.05368,69.44086,230.86900000000003,2,2,0
Kepler-458 c,KIC 9663113,c,2016,20.74,4.2,"168,127","104,476",16.4,0.2214,279.79,0.0,0.0,525.0,977.0,Hot,Neptunian,Kepler,Transit,KIC 9663113,,6065,1.03,0.98,0.112,4.42,3,0.23283,10.32377,80.0508,1594.74,1,2,0
Kepler-46 b,Kepler-46,b,2012,33.6,9.057,"362,553","225,294",1907.0,2.5408,10.9,0.0,0.0,270.0,518.0,Hot,Jovian,Kepler,Transit,Kepler-46,,5155.0,0.94,0.9,-0.255,4.45,9.7,1.53,13.62367,74.11379000000001,777.06,1,3,0
Kepler-46 c,Kepler-46,c,2012,57.01,13.5,"540,407","335,814",119.5,0.0485,,0.0,0.0,182.0,360.0,Hot,Jovian,Kepler,Transit Timing Variations,Kepler-46,,5155.0,0.94,0.9,-0.255,4.45,9.7,1.53,13.62367,74.11379000000001,777.06,1,3,0
Kepler-46 d,Kepler-46,d,2014,6.77,1.64,"65,649","40,795",3.3,0.7532,92.35,0.0,0.0,572.0,1062.0,Hot,Superterran,Kepler,Transit,Kepler-46,,5155.0,0.94,0.9,-0.255,4.45,9.7,1.53,13.62367,74.11379000000001,777.06,1,3,0
Kepler-460 c,KIC 5437945,c,2016,220.13,5.52,"220,967","137,311",26.1,0.1548,5.4,0.0,0.0,116.0,241.0,Hot,Neptunian,Kepler,Transit,KIC 5437945,,6340,1.24,1.07,0.35,4.16,3.16,0.41292,13.35489,72.03319,1274.01,1,2,0
Kepler-461 b,Kepler-461,b,2016,8.31,2.58,"103,278","64,178",7.2,0.4174,254.91,0.0,0.0,613.0,1135.0,Hot,Neptunian,Kepler,Transit,Kepler-461,,5634.0,0.91,0.98,0.24600000000000002,4.51,2.51,0.6724899999999999,13.20025,78.35622,692.158,1,1,0
Kepler-462 b,Kepler-462,b,2016,84.69,3.77,"150,914","93,779",13.7,0.2541,31.27,0.0,0.0,338.0,640.0,Hot,Neptunian,Kepler,Transit,Kepler-462,,7070.0,2.04,1.59,0.9259999999999999,4.02,1.45,0.74607,7.373475,78.82866,596.625,1,1,0
Kepler-463 b,Kepler-463,b,2016,8.98,3.05,"122,092","75,869",9.5,0.3358,166.04,0.0,0.0,607.0,1125.0,Hot,Neptunian,Kepler,Transit,Kepler-463,,5661.0,0.9,0.87,0.079,4.47,7.41,0.9242,8.448194,79.41214000000001,394.80400000000003,1,1,0
Kepler-464 b,Kepler-464,b,2016,7.26,3.3,"132,100","82,088",10.9,0.3031,495.0,0.0,0.0,890.0,1634.0,Hot,Neptunian,Kepler,Transit,Kepler-464,,5933.0,1.59,1.21,0.484,4.11,4.9,0.31209000000000003,12.87627,81.74115,667.6039999999999,1,1,0
Kepler-465 b,Kepler-465,b,2016,9.94,2.95,"118,089","73,382",9.0,0.3503,227.82,0.0,0.0,723.0,1333.0,Hot,Neptunian,Kepler,Transit,Kepler-465,,6310.0,1.29,1.23,0.33799999999999997,4.31,2.19,1.4944,18.06409,76.08661,553.077,1,1,0
Kepler-466 b,Kepler-466,b,2016,51.08,2.85,"114,086","70,894",8.5,0.3666,15.17,0.0,0.0,230.0,446.0,Hot,Neptunian,Kepler,Transit,Kepler-466,,5927.0,1.05,1.04,0.08900000000000001,4.42,3.47,1.7903099999999998,12.177010000000001,81.54715,530.122,1,2,0
Kepler-466 c,Kepler-466,c,2016,3.71,1.25,"50,038","31,094",2.1,1.0726,500.46,0.0,0.0,933.0,1711.0,Hot,Terran,Kepler,Transit,Kepler-466,,5927.0,1.05,1.04,0.08900000000000001,4.42,3.47,1.7903099999999998,12.177010000000001,81.54715,530.122,1,2,0
Kepler-467 b,Kepler-467,b,2016,24.99,2.25,"90,068","55,969",5.7,0.4973,72.75,0.0,0.0,439.0,822.0,Hot,Superterran,Kepler,Transit,Kepler-467,,5809.0,1.37,1.05,0.32299999999999995,4.18,8.13,0.44616000000000006,13.30959,69.79624,466.265,1,1,0
Kepler-468 b,Kepler-468,b,2016,38.48,13.34,"534,003","331,834",,,11.24,0.0,0.0,211.0,412.0,Hot,Jovian,Kepler,Transit,Kepler-468,,5498.0,0.87,0.96,-0.28600000000000003,4.54,2.0,3.71454,16.56213,80.43303,442.871,1,1,0
Kepler-47 b,Kepler-47,b,2012,49.46,3.05,"122,092","75,869",2.1,0.0726,,0.0,0.0,,,,Neptunian,Kepler,Transit,Kepler-47,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,2,3,0
Kepler-47 c,Kepler-47,c,2012,303.23,4.65,"186,140","115,669",3.2,0.0309,,0.0,0.0,,,,Neptunian,Kepler,Transit,Kepler-47,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,2,3,0
Kepler-47 d,Kepler-47,d,2019,187.37,7.04,"281,812","175,121",19.0,0.0544,,0.0,0.0,,,,Jovian,Kepler,Transit,Kepler-47,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,2,3,0
Kepler-470 b,Kepler-470,b,2016,24.67,14.44,"578,036","359,197",35600.0,11.7967,41.2,0.0,0.0,1212.0,2214.0,Hot,Jovian,Kepler,Transit,Kepler-470,,6613.0,1.66,1.4,0.602,4.14,1.86,0.74047,12.265239999999999,83.6682,929.811,1,1,0
Kepler-471 b,Kepler-471,b,2016,5.01,14.96,"598,851","372,132",37000.0,11.0163,1146.88,0.0,0.0,1035.0,1895.0,Hot,Jovian,Kepler,Transit,Kepler-471,,6733.0,1.8,1.49,0.71,4.1,1.58,0.54081,7.662418,78.28464,1249.41,1,1,0
Kepler-472 b,Kepler-472,b,2016,4.18,3.22,"128,897","80,098",10.5,0.314,139.24,0.0,0.0,603.0,1117.0,Hot,Neptunian,Kepler,Transit,Kepler-472,,4996.0,0.78,0.85,-0.513,4.59,2.69,0.27531,7.220219,73.60068000000001,306.60200000000003,1,1,0
Kepler-473 b,Kepler-473,b,2016,14.56,4.08,"163,323","101,491",15.6,0.2287,243.38,0.0,0.0,606.0,1123.0,Hot,Neptunian,Kepler,Transit,Kepler-473,,5816.0,1.34,1.06,0.525,4.21,6.92,0.2851,13.9517,69.83523000000001,905.937,1,1,0
Kepler-474 b,Kepler-474,b,2016,5.66,3.06,"122,492","76,118",9.6,0.3339,671.06,0.0,0.0,842.0,1548.0,Hot,Neptunian,Kepler,Transit,Kepler-474,,5785.0,1.08,0.99,0.41700000000000004,4.36,6.76,0.35934,12.158430000000001,76.27253,841.4960000000001,1,1,0
Kepler-475 b,Kepler-475,b,2016,3.11,2.49,"99,675","61,939",6.8,0.4374,215.46,0.0,0.0,707.0,1305.0,Hot,Superterran,Kepler,Transit,Kepler-475,,5009.0,0.79,0.86,-0.46399999999999997,4.58,2.69,1.81195,14.16431,71.16463,280.069,1,1,0
Kepler-476 b,Kepler-476,b,2016,14.01,3.08,"123,293","76,615",9.7,0.3303,100.09,0.0,0.0,534.0,993.0,Hot,Neptunian,Kepler,Transit,Kepler-476,,5837.0,1.09,1.03,0.095,4.38,5.37,0.82614,10.37129,77.29406999999999,813.535,1,1,0
Kepler-477 b,Kepler-477,b,2016,11.12,2.07,"82,862","51,492",4.9,0.5554,38.71,0.0,0.0,376.0,709.0,Hot,Superterran,Kepler,Transit,Kepler-477,,5240.0,0.79,0.87,-0.37200000000000005,4.58,2.09,1.44556,14.3301,73.50626,,2,1,0
Kepler-478 b,Kepler-478,b,2016,13.22,2.71,"108,482","67,412",7.8,0.3902,39.56,0.0,0.0,367.0,693.0,Hot,Neptunian,Kepler,Transit,Kepler-478,,5210.0,0.8,0.85,-0.371,4.56,4.9,4.04712,13.06537,78.45851,,1,1,0
Kepler-479 b,Kepler-479,b,2016,12.49,2.12,"84,864","52,735",5.1,0.5372,37.75,0.0,0.0,376.0,709.0,Hot,Superterran,Kepler,Transit,Kepler-479,,5247.0,0.81,0.86,-0.409,4.56,4.27,10.01435,10.33489,70.24129,344.901,1,1,0
Kepler-48 b,Kepler-48,b,2012,4.78,1.88,"75,257","46,765",3.9,0.5862,173.12,0.0,0.0,659.0,1218.0,Hot,Superterran,Kepler,Transit,Kepler-48,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,1,4,0
Kepler-48 c,Kepler-48,c,2012,9.67,2.71,"108,482","67,412",14.6,0.7278,67.59,0.0,0.0,463.0,865.0,Hot,Neptunian,Kepler,Transit,Kepler-48,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,1,4,0
Kepler-48 d,Kepler-48,d,2014,42.9,2.04,"81,662","50,745",7.9,0.922,9.29,0.0,0.0,175.0,347.0,Hot,Superterran,Kepler,Transit,Kepler-48,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,1,4,0
Kepler-48 e,Kepler-48,e,2014,982.0,13.4,"536,404","333,327",657.0,0.2722,,0.0,0.0,,,Cold,Jovian,W. M. Keck Observatory,Radial Velocity,Kepler-48,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,1,4,0
Kepler-480 b,Kepler-480,b,2016,4.92,2.78,"111,284","69,153",8.2,0.3775,764.08,0.0,0.0,1039.0,1902.0,Hot,Neptunian,Kepler,Transit,Kepler-480,,6322.0,1.34,1.25,0.478,4.28,2.34,0.52959,13.442129999999999,82.34943,847.508,1,1,0
Kepler-481 b,Kepler-481,b,2016,10.06,2.5,"100,075","62,188",6.8,0.4338,183.84,0.0,0.0,626.0,1159.0,Hot,Superterran,Kepler,Transit,Kepler-481,,5802.0,1.09,1.01,0.207,4.36,6.17,0.40512,14.72415,81.14489,813.7239999999999,1,1,0
Kepler-482 b,Kepler-482,b,2016,56.35,2.36,"94,471","58,705",6.2,0.4682,4.44,0.0,0.0,79.0,174.0,Hot,Superterran,Kepler,Transit,Kepler-482,,4871.0,0.72,0.75,-0.539,4.6,6.03,9.17614,11.30516,81.56911,313.068,1,1,0
Kepler-483 b,Kepler-483,b,2016,30.23,3.21,"128,497","79,849",10.4,0.314,61.49,0.0,0.0,482.0,900.0,Hot,Neptunian,Kepler,Transit,Kepler-483,,6346.0,1.47,1.28,0.439,4.21,2.63,0.67513,11.724680000000001,74.21752,860.355,1,1,0
Kepler-484 b,Kepler-484,b,2016,10.05,2.28,"91,269","56,715",5.8,0.49,90.63,0.0,0.0,493.0,919.0,Hot,Superterran,Kepler,Transit,Kepler-484,,5668.0,0.87,0.96,-0.135,4.54,1.48,2.7568099999999998,18.23388,76.22780999999999,382.13599999999997,1,1,0
Kepler-485 b,Kepler-485,b,2016,3.24,14.41,"576,835","358,451",35500.0,11.833,622.01,0.0,0.0,970.0,1778.0,Hot,Jovian,Kepler,Transit,Kepler-485,,5958.0,1.09,1.07,0.079,4.39,3.72,1.3884299999999998,13.45019,83.15478,1140.95,1,1,0
Kepler-486 b,Kepler-486,b,2016,30.36,11.0,"440,332","273,626",84.2,0.0632,10.42,0.0,0.0,186.0,367.0,Hot,Jovian,Kepler,Transit,Kepler-486,,4926.0,0.75,0.79,-0.514,4.6,4.47,1.5165600000000001,18.9686,79.33541,436.25699999999995,1,1,0
Kepler-487 b,Kepler-487,b,2016,15.36,11.42,"457,145","284,074",,,51.49,0.0,0.0,389.0,732.0,Hot,Jovian,Kepler,Transit,Kepler-487,,5444.0,0.88,0.91,-0.17300000000000001,4.51,5.62,1.7836599999999998,8.999144,74.88503,872.3430000000001,1,2,0
Kepler-487 c,Kepler-487,c,2016,38.65,2.68,"107,281","66,665",7.6,0.3956,15.04,0.0,0.0,214.0,417.0,Hot,Neptunian,Kepler,Transit,Kepler-487,,5444.0,0.88,0.91,-0.17300000000000001,4.51,5.62,1.7836599999999998,8.999144,74.88503,872.3430000000001,1,2,0
Kepler-488 b,Kepler-488,b,2016,3.12,15.79,"632,076","392,778",39400.0,9.9819,778.51,0.0,0.0,1030.0,1886.0,Hot,Jovian,Kepler,Transit,Kepler-488,,5970.0,1.09,1.07,0.145,4.39,3.47,1.4432,19.85199,77.97013000000001,1145.28,1,1,0
Kepler-489 b,Kepler-489,b,2016,17.28,7.72,"309,033","192,036",46.1,0.1,20.62,0.0,0.0,265.0,509.0,Hot,Jovian,Kepler,Transit,Kepler-489,,5014.0,0.76,0.82,-0.518,4.59,3.31,3.04681,10.65213,70.55198,369.645,1,1,0
Kepler-49 b,Kepler-49,b,2012,7.2,2.72,"108,882","67,660",311.5,0.6171,21.48,0.0,0.0,236.0,457.0,,Jovian,Kepler,Transit,Kepler-49,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,1,4,0
Kepler-49 c,Kepler-49,c,2012,10.91,2.55,"102,077","63,432",228.8,0.2359,12.34,0.0,0.0,170.0,338.0,,Jovian,Kepler,Transit,Kepler-49,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,1,4,0
Kepler-49 d,Kepler-49,d,2014,2.58,1.6,"64,048","39,800",3.2,0.7768,64.39,0.0,0.0,444.0,831.0,Hot,Superterran,Kepler,Transit,Kepler-49,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,1,4,0
Kepler-49 e,Kepler-49,e,2014,18.6,1.56,"62,447","38,805",3.0,0.8004,6.06,0.0,0.0,98.0,208.0,Hot,Superterran,Kepler,Transit,Kepler-49,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,1,4,0
Kepler-490 b,Kepler-490,b,2016,3.27,11.65,"466,352","289,795",,,1059.52,0.0,0.0,1324.0,2415.0,Hot,Jovian,Kepler,Transit,Kepler-490,,6045.0,1.12,1.08,0.365,4.37,3.47,0.8755799999999999,11.84257,79.95211,1523.0,1,1,0
Kepler-491 b,Kepler-491,b,2016,4.23,8.92,"357,069","221,886",59.0,0.0829,312.51,0.0,0.0,838.0,1540.0,Hot,Jovian,Kepler,Transit,Kepler-491,,5582.0,1.03,1.04,-0.057,4.42,4.47,2.0096700000000003,14.96282,73.21540999999999,630.785,1,1,0
Kepler-492 b,Kepler-492,b,2016,11.72,9.59,"383,889","238,553",66.7,0.0755,54.44,0.0,0.0,387.0,729.0,Hot,Jovian,Kepler,Transit,Kepler-492,,5527.0,0.91,0.94,-0.299,4.5,4.57,2.65963,9.486394,76.13355,587.91,1,1,0
Kepler-493 b,Kepler-493,b,2016,3.0,15.13,"605,657","376,361",37500.0,10.7985,1414.33,0.0,0.0,1165.0,2129.0,Hot,Jovian,Kepler,Transit,Kepler-493,,6457.0,1.54,1.36,0.43799999999999994,4.19,2.0,0.9530799999999999,7.867901,72.81379,1745.77,1,1,0
Kepler-494 b,Kepler-494,b,2016,8.03,7.14,"285,815","177,608",40.4,0.1107,79.04,0.0,0.0,820.0,1508.0,Hot,Jovian,Kepler,Transit,Kepler-494,,6007.0,1.26,1.1,0.271,4.28,4.79,0.49096000000000006,7.948577,75.98235,750.177,1,1,0
Kepler-495 b,Kepler-495,b,2016,3.41,5.23,"209,358","130,097",23.8,0.1659,310.02,0.0,0.0,927.0,1701.0,Hot,Neptunian,Kepler,Transit,Kepler-495,,5346.0,0.83,0.86,-0.237,4.55,4.37,1.90183,14.510710000000001,69.75528,658.924,1,1,0
Kepler-496 b,Kepler-496,b,2016,8.31,2.32,"92,870","57,710",6.0,0.4791,62.93,0.0,0.0,474.0,885.0,Hot,Superterran,Kepler,Transit,Kepler-496,,5293.0,0.82,0.86,-0.41600000000000004,4.55,4.57,2.23847,11.445210000000001,73.62566,605.274,1,1,0
Kepler-497 b,Kepler-497,b,2016,3.57,6.04,"241,782","150,246",30.4,0.1376,1129.27,0.0,0.0,937.0,1719.0,Hot,Jovian,Kepler,Transit,Kepler-497,,5834.0,1.11,1.09,0.11,4.39,3.55,1.4357600000000001,11.027330000000001,71.20793,1291.98,1,1,0
Kepler-498 b,Kepler-498,b,2016,9.61,3.03,"121,291","75,372",9.4,0.3376,202.78,0.0,0.0,658.0,1216.0,Hot,Neptunian,Kepler,Transit,Kepler-498,,5744.0,0.96,0.98,0.172,4.47,3.89,0.46378,13.703339999999999,76.24341,938.8439999999999,1,1,0
