star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-79,,6174.0,1.3,1.17,0.342,4.27,3.44,0.741,7.238014999999999,79.57856,1020.72,1,4,0
Kepler-790,,5208.0,0.8,0.84,-0.424,4.56,4.9,9.48847,13.71776,69.85924,703.168,1,1,0
Kepler-791,,6383.0,1.47,1.3,0.40299999999999997,4.21,2.24,0.01771,9.111037,72.31004,1266.34,1,1,0
Kepler-792,,5971.0,1.12,1.09,0.27399999999999997,4.38,3.39,1.52852,10.11458,71.5479,1425.47,1,1,0
Kepler-793,,5745.0,0.97,0.98,0.11,4.46,4.27,0.95862,7.8785929999999995,72.68445,985.699,1,1,0
Kepler-794,,5839.0,1.38,1.19,0.506,4.23,4.07,1.2847899999999999,12.906419999999999,70.37591,931.192,1,1,0
Kepler-795,,5631.0,0.96,0.94,-0.022000000000000002,4.45,6.46,1.2474100000000001,10.68135,70.9472,492.12199999999996,2,1,0
Kepler-796,,5475.0,1.09,0.93,-0.016,4.33,11.75,3.55345,13.55149,70.24259,817.584,1,1,0
Kepler-797,,5680.0,0.95,0.96,0.47,4.47,3.89,0.72049,8.009795,76.08391,1315.26,1,1,0
Kepler-798,,6224.0,1.29,1.19,0.222,4.29,2.82,0.7044199999999999,11.28492,74.73246999999999,972.2739999999999,1,1,0
Kepler-799,,5681.0,0.93,0.95,-0.09,4.49,3.98,0.82029,15.91975,75.64364,,1,1,0
Kepler-8,,6213.0,1.49,1.21,0.605,4.17,3.47,0.65374,19.01275,71.65890999999999,1021.87,1,1,0
Kepler-80,K5,4540.0,0.68,0.73,-0.754,4.64,2.0,2.33,7.852582000000001,74.08672,369.45099999999996,1,6,0
Kepler-800,,5315.0,0.82,0.85,-0.358,4.55,4.68,1.0156,16.28111,75.39416,1019.26,1,1,0
Kepler-801,,4435.0,0.63,0.67,-0.7979999999999999,4.66,3.55,1.5102,16.56055,75.12852,440.426,1,1,0
Kepler-802,,5507.0,0.9,0.93,-0.226,4.5,4.68,0.49325,16.72789,75.44425,780.585,1,1,0
Kepler-803,,5919.0,1.12,1.05,0.24100000000000002,4.36,4.9,1.8368,8.191049000000001,79.37188,639.771,1,1,0
Kepler-804,,5817.0,1.05,1.01,0.05,4.4,5.25,1.15872,11.88609,77.44181,649.65,1,2,0
Kepler-805,,6112.0,1.65,1.19,0.541,4.08,4.27,0.34859,12.09598,77.6411,638.49,1,1,0
Kepler-806,,5770.0,1.16,0.99,0.40700000000000003,4.3,7.76,0.31224,10.25872,78.38078,361.89599999999996,1,1,0
Kepler-807,,5965.0,1.06,1.04,0.228,4.41,3.72,3.54676,16.00604,79.26315,1492.95,1,1,0
Kepler-808,,4653.0,0.71,0.76,-0.6709999999999999,4.62,1.95,4.174869999999999,14.570670000000002,80.28914,,1,1,0
Kepler-809,,5734.0,0.98,0.99,0.001,4.45,4.37,0.88628,15.927220000000002,79.18308,961.405,1,1,0
Kepler-81,M0 V,4385.0,0.59,0.64,-0.889,4.7,3.63,4.19265,10.830210000000001,75.74600000000001,348.291,1,3,0
Kepler-810,,5803.0,1.04,1.03,-0.032,4.42,4.17,1.6550799999999999,11.41581,81.47976,1458.59,1,1,0
Kepler-811,,5747.0,1.24,1.01,0.32299999999999995,4.25,7.94,0.62326,18.13433,78.04979,985.041,1,1,0
Kepler-812,,6761.0,1.71,1.45,0.752,4.13,1.66,0.77147,16.14188,79.30362,1482.74,1,1,0
Kepler-813,,5743.0,0.93,0.95,-0.071,4.48,3.98,1.9861799999999998,18.19746,78.70055,,1,1,0
Kepler-814,,6162.0,1.22,1.15,0.669,4.33,3.02,1.4741600000000001,18.66391,78.51339,2055.77,1,1,0
Kepler-815,,5028.0,3.42,1.25,0.8290000000000001,3.46,4.9,0.12089000000000001,18.27835,78.04534,1259.28,1,1,0
Kepler-816,,5286.0,0.85,0.9,-0.374,4.54,4.17,2.31041,9.355999,72.38946,983.697,1,1,0
Kepler-817,,5861.0,1.03,1.03,0.086,4.42,3.55,1.78404,7.476425,73.35436999999999,1484.46,1,1,0
Kepler-818,,5638.0,0.92,0.94,-0.124,4.49,3.98,2.45874,7.4743580000000005,73.59649,925.0369999999999,1,1,0
Kepler-819,,5279.0,0.81,0.86,-0.39799999999999996,4.55,4.47,2.41873,7.966649,73.09939,664.306,1,1,0
Kepler-82,,5529.0,0.9,0.91,-0.185,4.49,4.68,1.77,11.39304,75.61678,904.326,1,5,0
Kepler-820,,6260.0,1.36,1.23,0.6890000000000001,4.25,2.63,0.71826,10.97902,71.56414000000001,1387.2,1,1,0
Kepler-821,,5191.0,0.8,0.84,-0.364,4.56,4.79,2.3567099999999996,14.844710000000001,69.92355,614.571,1,1,0
Kepler-822,,5928.0,1.08,1.06,-0.005,4.4,3.55,0.9675799999999999,10.25747,72.30498,860.3910000000001,1,1,0
Kepler-823,,5643.0,0.96,0.98,0.335,4.47,4.47,1.8032700000000002,15.520760000000001,69.4491,1389.27,1,1,0
Kepler-824,,6035.0,1.22,1.15,0.122,4.32,3.31,1.43366,11.57965,71.84572,1201.4,1,1,0
Kepler-825,,5976.0,1.08,1.03,0.12,4.39,3.55,1.63287,8.480961,73.07174,807.85,1,2,0
Kepler-826,,6079.0,1.15,1.05,0.349,4.34,4.37,0.73118,15.330210000000001,69.55452,779.596,1,1,0
Kepler-827,,5602.0,0.91,0.93,0.23199999999999998,4.5,4.37,3.32701,9.911196,76.09953,2046.68,1,1,0
Kepler-828,,5039.0,0.77,0.81,-0.5429999999999999,4.58,4.57,3.92265,15.17564,73.25743,575.322,1,1,0
Kepler-829,,5698.0,0.97,0.98,0.04,4.46,4.68,5.220619999999999,18.29328,71.95093,1073.76,1,1,0
Kepler-83,M0 V,4082.0,0.61,0.66,-1.102,4.69,3.09,6.1207199999999995,18.77654,73.11406,400.409,2,3,0
Kepler-830,,6037.0,1.11,1.07,0.16899999999999998,4.38,3.47,0.3999,9.876565,76.17364,,1,1,0
Kepler-831,,5732.0,0.97,0.99,0.012,4.46,4.17,3.6896,9.907523,76.12347,593.54,1,1,0
Kepler-832,,5596.0,0.9,0.92,0.07,4.5,4.37,1.0168,10.55971,78.8286,1688.12,1,1,0
Kepler-833,,4339.0,0.62,0.64,-0.7929999999999999,4.67,3.72,5.8859900000000005,14.07649,77.2933,467.37,1,1,0
Kepler-834,,4554.0,0.66,0.7,-0.745,4.64,2.69,3.6022199999999995,16.114179999999998,75.89958,633.937,1,1,0
Kepler-835,,5954.0,1.11,1.08,0.33,4.38,3.63,0.8791700000000001,18.58969,75.51103,2406.33,1,1,0
Kepler-836,,5895.0,1.04,1.03,0.049,4.41,4.27,0.47666000000000003,16.05708,76.5148,980.035,1,1,0
Kepler-837,,5403.0,0.81,0.85,-0.271,4.56,3.98,1.46297,17.57515,76.15482,901.9069999999999,1,1,0
Kepler-838,,5770.0,0.96,0.98,-0.099,4.46,4.17,0.69062,17.46215,76.22984,1104.04,1,1,0
Kepler-839,,6058.0,1.31,1.22,0.43700000000000006,4.29,2.82,0.53357,13.547360000000001,77.13889,944.561,1,1,0
Kepler-84,,6039.0,1.43,1.0,0.212,4.13,3.98,0.08514,6.688588,75.35387,1023.9,1,5,0
Kepler-840,,5920.0,1.06,1.04,0.39799999999999996,4.41,3.89,0.42191999999999996,12.123,82.68606,1122.19,1,1,0
Kepler-841,,5324.0,0.81,0.85,-0.36200000000000004,4.56,4.47,25.368570000000002,19.2022,78.73265,998.961,1,1,0
Kepler-842,,4848.0,0.73,0.78,-0.612,4.6,4.37,2.76789,14.63933,81.63099,532.726,1,1,0
Kepler-843,,5830.0,1.03,1.02,-0.047,4.42,4.17,1.79475,12.003689999999999,82.1888,1165.66,1,1,0
Kepler-844,,4128.0,0.57,0.59,-1.07,4.7,3.8,0.5851,16.96883,79.58553,431.776,1,1,0
Kepler-845,,4913.0,0.75,0.79,-0.605,4.59,4.79,0.5566399999999999,15.26498,80.82534,431.051,1,1,0
Kepler-846,,5579.0,0.91,0.94,-0.217,4.5,4.37,3.89592,17.55834,79.6461,1127.12,1,1,0
Kepler-847,,4940.0,0.77,0.83,-0.507,4.58,3.89,2.42571,19.8746,79.20459,513.1030000000001,1,1,0
Kepler-848,,5695.0,1.2,1.01,0.594,4.28,8.32,0.30165,13.71308,81.12201,1378.47,1,1,0
Kepler-849,,6059.0,1.64,1.23,0.515,4.1,3.98,0.22746999999999998,15.05008,80.1504,822.1339999999999,1,1,0
Kepler-85,,5499.0,1.24,0.92,-0.212,4.22,4.37,0.11974000000000001,13.6321,77.15241,765.025,1,4,0
Kepler-850,,5932.0,1.09,1.06,0.17300000000000001,4.39,3.89,1.60453,13.732000000000001,80.84286999999999,1661.28,1,1,0
Kepler-851,,5455.0,0.85,0.89,-0.273,4.53,4.47,0.63776,13.03778,81.8391,839.255,1,1,0
Kepler-852,,6100.0,1.16,1.19,0.8270000000000001,4.38,1.48,0.9855799999999999,11.18829,82.1589,1619.03,1,1,0
Kepler-853,,6350.0,1.55,1.3,0.51,4.17,2.69,0.55852,19.49696,78.96037,568.6759999999999,1,1,0
Kepler-854,,6179.0,1.27,1.17,0.8320000000000001,4.29,3.02,0.04677,11.15702,75.93052,1397.04,1,1,0
Kepler-855,,5835.0,1.03,1.03,0.33299999999999996,4.42,4.17,0.58262,10.216239999999999,76.88823000000001,1506.58,1,1,0
Kepler-856,,5535.0,0.93,0.96,-0.022000000000000002,4.49,4.27,1.7932700000000001,14.92487,77.70825,1351.17,1,1,0
Kepler-857,,5773.0,0.99,0.99,-0.071,4.45,4.27,2.7636,10.44942,76.60596,983.502,1,1,0
Kepler-858,,5653.0,0.91,0.96,-0.113,4.5,3.39,1.47064,17.29158,82.19751,298.532,1,1,0
Kepler-859,,5020.0,0.77,0.81,-0.556,4.59,4.57,3.65406,15.55424,73.90074,839.903,1,1,0
Kepler-860,,5836.0,1.06,1.04,-0.157,4.4,4.27,2.6722599999999996,11.18256,79.49601,1056.36,1,1,0
Kepler-861,,5047.0,0.78,0.82,-0.42700000000000005,4.58,4.47,7.44905,13.16134,78.44536,850.327,1,1,0
Kepler-862,,5333.0,0.84,0.88,-0.10300000000000001,4.54,4.79,1.23727,9.960359,80.44537,1039.03,1,1,0
Kepler-863,,5678.0,0.95,0.96,0.215,4.46,3.8,0.9995299999999999,8.440282,77.54123,1499.66,1,1,0
Kepler-864,,5754.0,1.0,1.0,0.20800000000000002,4.44,4.68,0.82595,17.83071,76.46840999999999,2022.9,1,1,0
Kepler-865,,5570.0,0.92,0.93,-0.298,4.49,4.27,1.51938,8.539842,77.8078,586.137,1,1,0
Kepler-866,,4751.0,0.71,0.75,-0.705,4.62,4.27,2.66491,13.256179999999999,74.83228000000001,646.6669999999999,1,1,0
Kepler-867,,5541.0,0.91,0.92,-0.152,4.49,5.89,0.9510299999999999,18.21763,81.86139,1195.54,1,1,0
Kepler-868,,5614.0,0.89,0.93,-0.149,4.51,3.89,0.85472,19.69438,76.15143,1593.13,1,1,0
Kepler-869,,5664.0,0.95,0.97,-0.11,4.47,4.79,0.08921,16.87545,82.13271,939.455,1,1,0
Kepler-87,,5600.0,1.82,1.1,0.46799999999999997,3.96,7.5,0.38451,10.108360000000001,80.9109,1232.9,1,2,0
Kepler-870,,5857.0,1.02,1.01,0.043,4.43,3.8,0.8577600000000001,13.22303,83.28198,1259.46,1,1,0
Kepler-871,,5993.0,1.14,1.11,0.309,4.37,3.47,0.43783999999999995,10.502289999999999,76.54077,1976.05,1,1,0
Kepler-872,,5902.0,1.08,1.05,-0.146,4.4,4.17,1.78181,10.041889999999999,77.06067,879.683,1,1,0
Kepler-873,,6163.0,1.27,1.18,0.134,4.29,2.95,0.31624,13.02195,84.30185999999999,1182.22,1,1,0
Kepler-874,,6020.0,1.13,1.09,0.138,4.37,3.31,1.80017,10.0603,76.37066,1082.16,1,1,0
Kepler-875,,5958.0,1.11,1.06,0.135,4.38,3.39,0.9150299999999999,8.618191,77.31529,1242.62,1,1,0
Kepler-876,,5060.0,0.77,0.81,-0.33799999999999997,4.58,5.25,2.2258400000000003,17.83172,73.167,820.913,1,1,0
Kepler-877,,5261.0,0.81,0.85,-0.34299999999999997,4.56,4.57,1.19692,14.8481,77.97854,602.1759999999999,1,1,0
Kepler-878,,5044.0,0.77,0.81,-0.174,4.58,4.57,3.45421,17.77789,76.80761,791.625,1,1,0
Kepler-879,,5792.0,1.02,1.02,0.033,4.42,4.27,1.3742299999999998,13.190029999999998,83.79586,802.672,1,1,0
Kepler-880,,6761.0,1.74,1.46,0.6659999999999999,4.12,1.66,0.5646800000000001,18.95671,73.05323,601.3240000000001,1,1,0
Kepler-881,,5961.0,1.09,1.06,0.131,4.39,3.8,0.04553,15.45292,77.87154,1375.18,1,1,0
Kepler-882,,5476.0,0.87,0.9,-0.273,4.52,4.57,8.59056,10.40805,76.5535,504.605,1,1,0
Kepler-883,,6116.0,1.09,1.06,0.29600000000000004,4.4,3.02,0.74944,18.38467,80.72501,627.455,1,1,0
Kepler-884,,5715.0,0.94,1.0,-0.07,4.49,2.45,3.61996,14.603129999999998,81.95564,476.733,1,1,0
Kepler-885,,6187.0,1.35,1.21,0.41700000000000004,4.26,3.16,0.55283,16.84645,80.72466,651.318,1,1,0
Kepler-886,,6098.0,1.16,1.1,0.042,4.35,3.39,1.83138,16.02542,74.15272,711.297,1,1,0
Kepler-887,,6194.0,1.29,1.19,0.446,4.29,3.09,0.7398100000000001,11.88425,71.7925,886.5880000000001,1,2,0
Kepler-888,,5875.0,0.9,0.97,-0.043,4.52,1.48,1.8071700000000002,12.819930000000001,82.64023,420.81699999999995,1,1,0
Kepler-889,,5961.0,1.25,1.14,0.38299999999999995,4.3,3.98,0.49688000000000004,15.59856,82.43791999999999,598.313,1,1,0
Kepler-890,,5954.0,1.13,1.09,0.327,4.37,3.63,1.88641,14.65156,74.94925,1712.12,1,1,0
Kepler-891,,5887.0,1.07,1.06,0.588,4.41,3.55,3.49966,11.43427,72.62477,2340.58,1,1,0
Kepler-892,,4747.0,0.72,0.75,-0.735,4.61,5.01,2.7966599999999997,18.24541,73.57016999999999,570.727,1,1,0
Kepler-893,,5820.0,0.99,1.0,0.06,4.45,3.8,0.3676,17.02092,74.09092,1285.59,1,1,0
Kepler-894,,5603.0,0.85,0.87,-0.12300000000000001,4.53,4.27,0.45345,15.72149,78.05537,1162.91,1,1,0
Kepler-895,,4315.0,0.61,0.65,-0.8540000000000001,4.67,2.63,5.02117,17.110979999999998,82.50034000000001,540.134,1,1,0
Kepler-896,,5262.0,0.81,0.84,0.48100000000000004,4.56,5.01,0.37879,18.65971,73.23633000000001,2334.93,1,1,0
Kepler-897,,5839.0,1.04,1.03,0.28800000000000003,4.41,4.37,0.77522,16.47821,83.10167,1519.25,1,1,0
Kepler-898,,4223.0,0.62,0.65,-0.875,4.66,3.98,1.46624,17.05237,77.40581999999999,484.89099999999996,1,1,0
Kepler-899,,5595.0,0.91,0.93,0.048,4.49,4.07,1.2804200000000001,7.2869600000000005,75.22071,1246.43,1,1,0
Kepler-9,,5774.0,0.96,1.02,0.019,4.49,2.0,1.64,14.48978,68.98017,628.257,1,3,0
Kepler-900,,4836.0,0.73,0.78,-0.608,4.6,4.57,1.03464,11.16647,80.36299,487.525,1,1,0
Kepler-901,,4184.0,0.57,0.59,-0.9840000000000001,4.7,3.8,9.67188,11.620330000000001,73.13656999999999,253.86700000000002,1,1,0
Kepler-902,,5647.0,0.93,0.95,0.10800000000000001,4.49,4.37,2.57107,15.10239,78.35014,1165.34,1,1,0
Kepler-903,,5682.0,0.97,0.98,0.365,4.46,4.79,0.09523999999999999,13.15584,72.14105,1369.24,1,2,0
Kepler-904,,6160.0,1.25,1.16,0.154,4.31,3.02,0.97869,13.005189999999999,71.90123,978.125,1,1,0
Kepler-905,,5461.0,0.86,0.95,-0.215,4.55,1.66,8.00121,14.80519,78.21423,529.268,1,1,0
Kepler-906,,6035.0,1.02,1.06,0.096,4.45,1.86,2.0058700000000003,11.11255,72.52476,757.791,1,1,0
Kepler-907,,6106.0,1.38,1.08,0.37799999999999995,4.19,5.37,1.90798,15.8167,72.03432,,1,1,0
Kepler-908,,5973.0,1.12,1.11,0.264,4.38,3.02,0.32197,8.09501,73.2579,290.843,3,1,0
Kepler-909,,6154.0,1.23,1.17,0.273,4.33,2.88,0.78101,14.60419,76.78747,309.596,1,1,0
Kepler-91,K3,4550.0,6.3,1.31,1.225,2.95,4.47,0.0073,16.62215,74.48611,1294.69,1,1,0
Kepler-910,,6230.0,1.5,1.26,0.494,4.19,3.39,0.41794,9.227958000000001,76.51193,400.289,1,1,0
Kepler-911,,6112.0,1.99,1.34,0.7070000000000001,3.97,3.55,0.19419,6.596255,75.7052,556.168,1,1,0
Kepler-912,,5998.0,1.11,1.07,0.552,4.37,3.16,0.07146,7.413912,76.40025,2004.72,1,1,0
Kepler-913,,4687.0,0.61,0.63,-0.282,4.67,5.62,4.3069999999999995,7.85165,76.3726,991.618,1,1,0
Kepler-914,,5877.0,1.15,1.1,0.245,4.36,3.98,4.10271,13.827670000000001,76.61585,753.7230000000001,1,1,0
Kepler-915,,6173.0,1.38,1.21,0.397,4.24,3.39,1.6430799999999999,14.06204,77.45486,849.0360000000001,1,1,0
Kepler-916,,5248.0,0.81,0.85,-0.278,4.56,4.79,2.61354,13.91322,77.79333000000001,830.712,1,1,0
Kepler-917,,5418.0,0.76,0.8,0.764,4.58,4.17,1.9207400000000001,9.925419999999999,82.16424,3460.51,1,1,0
Kepler-918,,6028.0,1.14,1.11,0.19,4.37,3.24,1.80765,10.57658,82.16184,1025.03,1,1,0
Kepler-919,,6113.0,1.21,1.15,0.16699999999999998,4.33,3.02,0.88069,10.73673,82.33497,1119.87,1,1,0
Kepler-92,,5883.0,1.7,1.21,0.5579999999999999,4.05,5.2,0.25139,13.314370000000002,73.08199,477.99199999999996,1,3,0
Kepler-920,,5403.0,0.85,0.89,-0.183,4.54,4.37,1.85865,19.29073,79.0917,1001.68,1,2,0
Kepler-921,,5663.0,0.91,0.93,-0.03,4.5,4.27,2.98696,19.10491,79.19787,934.49,1,1,0
Kepler-922,,5671.0,0.93,0.95,-0.133,4.48,4.37,3.7606800000000002,19.14959,79.56586,536.323,1,1,0
Kepler-923,,5988.0,1.26,1.11,0.265,4.28,4.68,0.72847,9.196404,73.43863,1000.28,1,1,0
Kepler-924,,6167.0,1.23,1.14,0.314,4.32,3.09,0.9202299999999999,11.73741,72.52275999999999,1053.04,1,1,0
Kepler-925,,4673.0,0.72,0.77,-0.684,4.62,2.57,1.6312799999999998,12.163260000000001,72.41957,611.115,1,1,0
Kepler-926,,5806.0,1.01,1.01,0.17300000000000001,4.43,4.37,16.037010000000002,12.54618,72.47198,921.3610000000001,1,1,0
Kepler-927,,5743.0,0.99,0.99,-0.086,4.45,4.37,0.8945299999999999,13.04075,73.01883000000001,831.685,1,1,0
Kepler-928,,4700.0,0.7,0.73,-0.7190000000000001,4.62,4.37,2.2407,12.73916,73.33274,508.809,1,1,0
Kepler-929,,5869.0,1.02,1.01,0.461,4.42,3.47,0.48200000000000004,7.103192999999999,76.41542,1311.23,1,1,0
Kepler-93,,5669.0,0.98,1.09,-0.106,4.47,6.6,1.65,10.458260000000001,71.20385999999999,95.9115,1,2,0
Kepler-930,,6335.0,1.4,1.25,0.37799999999999995,4.24,2.34,2.53706,7.528111,76.90351,848.3960000000001,1,1,0
Kepler-931,,5241.0,0.81,0.86,-0.35,4.55,4.68,3.22363,8.542854,76.92471,,1,1,0
Kepler-932,,5331.0,0.84,0.87,-0.322,4.54,4.68,2.88,8.903841,77.30442,465.61199999999997,1,1,0
Kepler-933,,5346.0,0.84,0.87,-0.21100000000000002,4.54,4.68,2.01989,13.81146,75.08263000000001,1017.2,1,1,0
Kepler-934,,5001.0,0.77,0.81,-0.478,4.59,4.47,9.15588,13.42852,75.50894,608.738,1,1,0
Kepler-935,,4830.0,0.73,0.78,-0.639,4.61,3.8,2.40036,11.690560000000001,79.6451,471.782,1,1,0
Kepler-936,,5482.0,0.89,0.92,-0.19,4.51,4.57,4.40297,12.627410000000001,79.29460999999999,823.3989999999999,1,1,0
Kepler-937,,6095.0,1.22,1.15,0.281,4.32,3.24,0.65357,12.25527,79.46008,1571.46,1,2,0
Kepler-938,,5533.0,0.89,0.92,-0.174,4.51,4.27,1.9524400000000002,11.99894,79.9022,1182.05,1,1,0
Kepler-939,,5471.0,0.85,0.88,0.391,4.54,4.47,0.10184,12.58044,79.65085,2093.62,1,1,0
Kepler-94,M0 V,4781.0,0.76,0.81,-0.565,4.59,1.41,2.9,20.710079999999998,76.71243,191.90400000000002,1,2,0
Kepler-940,,5769.0,0.96,0.97,-0.057,4.47,3.63,1.09134,12.463410000000001,79.99614,1260.78,1,1,0
Kepler-941,,5539.0,0.86,0.89,-0.20600000000000002,4.53,4.07,0.1136,12.3856,79.96934,1088.36,1,1,0
Kepler-942,,4861.0,0.75,0.81,-0.585,4.59,4.17,2.12768,10.59108,77.39102,216.354,1,1,0
Kepler-943,,5612.0,0.91,0.93,0.40700000000000003,4.5,4.27,0.2356,16.613120000000002,71.58700999999999,2300.53,1,1,0
Kepler-944,,5409.0,0.83,0.86,-0.078,4.54,4.47,3.0612,10.65055,75.33061,1349.43,1,1,0
Kepler-945,,5718.0,0.97,0.97,0.024,4.46,4.47,1.87035,12.06911,74.28656,1651.25,1,1,0
Kepler-946,,5665.0,0.93,0.94,0.134,4.47,4.17,3.7482,6.801791000000001,79.43043,1137.29,1,1,0
Kepler-947,,5508.0,0.87,0.9,0.142,4.52,4.27,4.45566,10.08954,75.48071,1730.78,1,1,0
Kepler-948,,5679.0,0.94,0.96,-0.109,4.47,4.17,1.1228200000000002,10.45907,74.45143,868.0169999999999,1,1,0
Kepler-949,,5403.0,0.86,0.89,-0.442,4.53,4.57,4.35145,9.444282000000001,80.69553,486.105,1,1,0
Kepler-95,,5699.0,1.41,1.08,0.281,4.17,5.63,0.54,17.5185,74.4327,445.656,1,1,0
Kepler-950,,5857.0,1.02,1.02,0.355,4.44,3.8,3.3628,13.90881,72.31702,2161.6,1,1,0
Kepler-951,,4834.0,0.73,0.77,-0.642,4.6,4.27,3.54555,12.82098,69.42076999999999,382.509,2,1,0
Kepler-952,,5730.0,0.99,1.0,0.09699999999999999,4.45,4.27,2.31284,16.02642,72.35063000000001,1304.25,1,1,0
Kepler-953,,5416.0,0.99,0.95,-0.11900000000000001,4.42,8.71,0.2644,14.6471,75.92383000000001,258.893,1,2,0
Kepler-954,,4990.0,0.76,0.82,-0.5720000000000001,4.59,3.39,1.87375,11.79562,81.10933,215.81400000000002,1,1,0
Kepler-955,,5350.0,0.84,0.89,-0.409,4.54,4.37,4.1224,13.19909,71.67533,550.383,1,1,0
Kepler-956,,6040.0,1.15,1.1,0.052000000000000005,4.36,3.47,1.4827299999999999,14.269810000000001,81.13464,544.939,1,1,0
Kepler-957,,4963.0,0.75,0.81,-0.46799999999999997,4.6,2.75,42.355,15.590489999999999,80.24006999999999,824.688,1,1,0
Kepler-958,,5421.0,0.86,0.91,-0.282,4.53,4.37,11.374839999999999,16.32186,76.80904,449.773,1,1,0
Kepler-959,,7005.0,2.01,1.6,0.738,4.04,1.35,0.45596000000000003,10.89592,73.41447,807.7289999999999,1,1,0
Kepler-96,,5690.0,1.02,1.0,-0.052000000000000005,4.42,2.34,1.54,7.48251,74.92796,122.881,1,1,0
Kepler-960,,4755.0,0.72,0.77,-0.629,4.61,3.63,8.96358,20.305770000000003,76.01073000000001,284.916,1,1,0
Kepler-961,,5582.0,0.9,0.96,-0.19399999999999998,4.51,2.82,2.82159,18.898889999999998,73.02863,574.314,1,1,0
Kepler-962,,5478.0,0.86,0.93,-0.261,4.54,2.4,8.14697,11.33633,79.39395,411.486,1,1,0
Kepler-963,,5461.0,0.87,0.91,-0.225,4.52,4.07,2.2596,9.884285,78.80408,771.4939999999999,1,1,0
Kepler-964,,5427.0,0.84,0.93,-0.306,4.55,1.91,2.0363700000000002,8.674005000000001,74.29744000000001,454.626,1,1,0
Kepler-965,,5886.0,1.15,1.05,0.14800000000000002,4.33,5.5,1.6435099999999998,7.220153999999999,76.66853,582.828,1,1,0
Kepler-966,,5840.0,1.02,1.02,0.233,4.43,4.07,0.65013,11.99996,83.52259000000001,1027.8,1,1,0
Kepler-967,,5178.0,0.8,0.84,-0.382,4.56,5.89,3.3907300000000005,13.784870000000002,69.30281,568.5459999999999,1,2,0
Kepler-968,,4598.0,0.7,0.76,-0.763,4.63,2.14,6.11686,18.81791,80.34362,290.324,1,2,0
Kepler-969,,5214.0,0.82,0.92,-0.389,4.57,1.51,3.24214,16.33314,78.9096,390.35400000000004,1,2,0
Kepler-97,,5779.0,0.98,0.94,-0.015,4.43,8.42,1.53,17.256510000000002,79.35125,400.907,1,2,0
Kepler-970,,4511.0,0.67,0.7,-0.821,4.64,4.68,4.61175,12.586839999999999,72.46181,331.545,2,1,0
Kepler-971,,5431.0,0.85,0.88,-0.299,4.54,4.47,1.72343,16.60732,71.19355999999999,338.522,1,1,0
Kepler-972,,6146.0,1.22,1.15,0.191,4.33,2.82,0.08845,9.693911,77.04276,1198.03,1,1,0
Kepler-973,,5213.0,0.78,0.86,-0.344,4.58,2.29,2.1890099999999997,16.02467,81.29603,328.52,1,1,0
Kepler-974,,3687.0,0.5,0.52,-1.354,4.76,4.37,4.8384,15.599260000000001,70.54011,134.311,1,1,0
Kepler-975,,4897.0,0.75,0.8,-0.512,4.59,3.89,2.55402,10.98955,70.73599,426.088,1,1,0
Kepler-976,,5232.0,0.83,0.87,-0.36,4.55,4.68,2.54944,14.92549,78.17738,1012.41,1,1,0
Kepler-977,,5315.0,0.83,0.87,-0.47600000000000003,4.55,4.57,2.04472,11.97109,74.50799,568.751,1,1,0
Kepler-978,,6002.0,1.09,1.07,0.14300000000000002,4.38,3.63,0.09556,15.518289999999999,73.75126,682.5219999999999,1,1,0
Kepler-979,,5310.0,0.83,0.87,-0.32,4.54,4.57,7.27802,8.372272,81.27698000000001,576.503,1,1,0
Kepler-98,,5539.0,1.11,0.99,-0.133,4.34,2.79,1.12,14.25315,68.59504,350.315,1,1,0
Kepler-980,,5935.0,1.06,1.05,0.262,4.41,3.55,1.82309,11.227739999999999,78.09855999999999,961.4680000000001,1,1,0
Kepler-981,,5718.0,0.96,0.98,-0.081,4.47,4.07,6.844130000000001,15.68043,78.87680999999999,878.082,1,1,0
Kepler-982,,6139.0,1.29,1.16,0.511,4.28,3.55,0.64822,15.784239999999999,77.63358000000001,801.4789999999999,1,1,0
Kepler-983,,6052.0,1.08,1.13,0.15,4.42,1.41,0.39852,17.32731,75.19639000000001,714.437,1,1,0
Kepler-984,,5610.0,0.93,0.96,-0.10800000000000001,4.49,3.98,1.5554,10.40757,80.08001,460.18800000000005,1,1,0
Kepler-985,,5434.0,0.85,0.91,-0.28300000000000003,4.54,3.39,3.13923,13.6463,75.73926,679.3610000000001,1,1,0
Kepler-986,,5642.0,0.98,0.96,-0.047,4.43,6.17,4.77055,11.217410000000001,75.62727,548.364,1,1,0
Kepler-987,,5637.0,0.91,0.97,-0.145,4.51,2.45,4.07825,14.972620000000001,77.4782,914.1260000000001,1,1,0
Kepler-988,,4005.0,0.53,0.55,-1.047,4.73,3.16,3.38055,12.50535,74.23275,304.889,1,1,0
Kepler-989,,5074.0,0.78,0.82,-0.42700000000000005,4.58,4.68,18.999270000000003,20.37811,76.5326,491.978,1,1,0
Kepler-99,,4782.0,0.73,0.79,-0.585,4.61,1.47,2.86,7.67793,75.71489,208.36900000000003,2,1,0
Kepler-990,,5948.0,1.08,1.05,-0.05,4.39,3.55,0.6042,10.054780000000001,80.8439,802.163,1,2,0
